1,559,Course,yes,,,14719,0,,4150,4150,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-09 11:02:23","2015-09-09 11:02:23"
3,2001,Lesson,yes,,,3,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-09 22:29:35","2015-09-09 22:29:35"
4,512,Course,yes,,,4,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 05:43:03","2015-09-10 05:43:03"
5,642,Course,yes,,,11756,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 05:57:25","2015-09-10 05:57:25"
6,555,Course,yes,,,16395,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 06:02:15","2015-09-10 06:02:15"
7,634,Course,yes,,,17067,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 06:17:27","2015-09-10 06:17:27"
8,570,Course,no,,,669,313,0,,2946,2639,0,,9800,9800,0,,0,0,0,0,4508,0,1960,196,0,0,2940,0PJRdXo2CkejNKUt,0PJRdXo2CkejNKUt,"2015-09-10 06:23:53","2015-09-10 06:23:53"
9,485,Course,yes,,,687,0,,0,10933,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 06:33:34","2015-09-10 06:33:34"
10,642,Course,yes,,,17101,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 06:40:12","2015-09-10 06:40:12"
11,488,Course,yes,,,16758,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 06:49:44","2015-09-10 06:49:44"
12,642,Course,yes,,,17136,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 06:58:33","2015-09-10 06:58:33"
13,555,Course,yes,,,17136,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 07:00:20","2015-09-10 07:00:20"
14,466,Course,no,,,669,2161,0,,0,0,0,,9800,19800,10000,"Yen 10000.00",0,0,0,0,6860,0,0,0,0,0,2940,G3Z63t21f1W5mWCJ,G3Z63t21f1W5mWCJ,"2015-09-10 07:02:06","2015-09-16 22:19:13"
15,496,Course,yes,,,17136,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 07:04:46","2015-09-10 07:04:46"
16,642,Course,yes,,,17162,0,,8731,8731,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 07:13:41","2015-09-10 07:13:41"
17,559,Course,yes,,,687,0,,0,10933,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 07:17:48","2015-09-10 07:17:48"
18,642,Course,yes,,,686,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 07:22:39","2015-09-10 07:22:39"
19,512,Course,yes,,,2603,0,,0,2902,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 07:35:27","2015-09-10 07:35:27"
20,642,Course,yes,,,17209,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 07:42:09","2015-09-10 07:42:09"
21,547,Course,yes,,,17207,0,,12770,12770,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 07:45:36","2015-09-10 07:45:36"
22,430,Course,no,,,669,2161,0,,0,0,0,,9800,19800,10000,"Yen 10000.00",0,0,0,0,6860,0,0,0,0,0,2940,M4dKiNfFODBgAxIT,M4dKiNfFODBgAxIT,"2015-09-10 07:51:21","2015-09-16 22:19:13"
23,634,Course,yes,,,14749,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:16:19","2015-09-10 08:16:19"
24,549,Course,yes,,,14749,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:19:46","2015-09-10 08:19:46"
25,496,Course,yes,,,14749,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:23:19","2015-09-10 08:23:19"
26,642,Course,yes,,,17282,0,,2734,2734,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:30:57","2015-09-10 08:30:57"
27,543,Course,yes,,,14749,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:32:59","2015-09-10 08:32:59"
28,555,Course,yes,,,17300,0,,6963,6963,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:35:40","2015-09-10 08:35:40"
29,642,Course,yes,,,669,0,,0,2734,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:37:59","2015-09-10 08:37:59"
30,642,Course,yes,,,2087,0,,0,2627,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:39:37","2015-09-10 08:39:37"
31,555,Course,yes,,,2087,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:39:53","2015-09-10 08:39:53"
32,647,Course,yes,,,396,0,,0,2629,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:40:41","2015-09-10 08:40:41"
33,642,Course,yes,,,396,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,"2015-09-10 08:41:25","2015-09-10 08:41:25"
